abs_risk_difference,concept,expert_index,layer_index,messages_0_activation_rate,messages_0_token_count,messages_1_activation_rate,messages_1_token_count,risk_difference,run_name,steering_coefficient,top_negative_experts,top_positive_experts
0.09549344401306242,mixtral_8x7b_instruct_v0_1_Bugs,3,4,0.3397559409120103,4671,0.4352493849250727,4471,-0.09549344401306242,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.001904181283689299,mixtral_8x7b_instruct_v0_1_Bugs,4,4,0.15756797259687433,4671,0.15947215388056363,4471,-0.001904181283689299,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.06507150603659512,mixtral_8x7b_instruct_v0_1_Bugs,5,4,0.27467351744808394,4671,0.33974502348467905,4471,-0.06507150603659512,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.008353028994723788,mixtral_8x7b_instruct_v0_1_Bugs,6,4,0.21173196317704987,4671,0.22008499217177366,4471,-0.008353028994723788,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0640379895825717,mixtral_8x7b_instruct_v0_1_Bugs,7,4,0.22843074288160994,4671,0.16439275329903824,4471,0.0640379895825717,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.00927799366032657,mixtral_8x7b_instruct_v0_1_Bugs,0,5,0.0974095482766003,4671,0.10668754193692687,4471,-0.00927799366032657,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.00639454787509755,mixtral_8x7b_instruct_v0_1_Bugs,1,5,0.1770498822521944,4671,0.17065533437709685,4471,0.00639454787509755,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.03294008089717884,mixtral_8x7b_instruct_v0_1_Bugs,2,5,0.17362449154356668,4671,0.14068441064638784,4471,0.03294008089717884,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.054731217966867626,mixtral_8x7b_instruct_v0_1_Bugs,3,5,0.17148362235067438,4671,0.11675240438380675,4471,0.054731217966867626,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.038591429695047974,mixtral_8x7b_instruct_v0_1_Bugs,4,5,0.38771141083279814,4671,0.4263028405278461,4471,-0.038591429695047974,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.026905951774371606,mixtral_8x7b_instruct_v0_1_Bugs,5,5,0.32648255191607795,4671,0.35338850369044955,4471,-0.026905951774371606,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.007537717436965408,mixtral_8x7b_instruct_v0_1_Bugs,6,5,0.37850567330336116,4671,0.38604339074032656,4471,-0.007537717436965408,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.011752754172432434,mixtral_8x7b_instruct_v0_1_Bugs,7,5,0.287732819524727,4671,0.29948557369715945,4471,-0.011752754172432434,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0635409593382813,mixtral_8x7b_instruct_v0_1_Bugs,0,6,0.339541853992721,4671,0.2760008946544397,4471,0.0635409593382813,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.01232989343393838,mixtral_8x7b_instruct_v0_1_Bugs,1,6,0.08563476771569258,4671,0.09796466114963095,4471,-0.01232989343393838,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.14417300751324896,mixtral_8x7b_instruct_v0_1_Bugs,2,6,0.39798758295868125,4671,0.5421605904719302,4471,-0.14417300751324896,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.004875732622819484,mixtral_8x7b_instruct_v0_1_Bugs,3,6,0.23399700278312996,4671,0.23887273540594944,4471,-0.004875732622819484,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.021691587370471083,mixtral_8x7b_instruct_v0_1_Bugs,4,6,0.24491543566688076,4671,0.26660702303735184,4471,-0.021691587370471083,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.07093172245735394,mixtral_8x7b_instruct_v0_1_Bugs,5,6,0.26932134446585315,4671,0.19838962200849922,4471,0.07093172245735394,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.032135016398406824,mixtral_8x7b_instruct_v0_1_Bugs,6,6,0.17662170841361594,4671,0.1444866920152091,4471,0.032135016398406824,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.01646252274643592,mixtral_8x7b_instruct_v0_1_Bugs,7,6,0.2519803040034254,4671,0.2355177812569895,4471,0.01646252274643592,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.11389294820863453,mixtral_8x7b_instruct_v0_1_Bugs,0,7,0.07107685720402483,4671,0.18496980541265937,4471,-0.11389294820863453,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.02284940926902035,mixtral_8x7b_instruct_v0_1_Bugs,1,7,0.3707985442089488,4671,0.39364795347796916,4471,-0.02284940926902035,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.004683097490567084,mixtral_8x7b_instruct_v0_1_Bugs,2,7,0.20530935559837293,4671,0.20062625810780585,4471,0.004683097490567084,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.054076028676634025,mixtral_8x7b_instruct_v0_1_Bugs,3,7,0.32113037893384716,4671,0.26705435025721314,4471,0.054076028676634025,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.08895711323301847,mixtral_8x7b_instruct_v0_1_Bugs,4,7,0.5313637336758724,4671,0.44240662044285395,4471,0.08895711323301847,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.01003867019797558,mixtral_8x7b_instruct_v0_1_Bugs,5,7,0.21558552772425604,4671,0.20554685752628046,4471,0.01003867019797558,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.009326164414252963,mixtral_8x7b_instruct_v0_1_Bugs,6,7,0.16848640548062513,4671,0.1778125698948781,4471,-0.009326164414252963,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.011686387706287299,mixtral_8x7b_instruct_v0_1_Bugs,7,7,0.11624919717405266,4671,0.12793558488033996,4471,-0.011686387706287299,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.04446668152011385,mixtral_8x7b_instruct_v0_1_Bugs,0,8,0.17405266538214514,4671,0.218519346902259,4471,-0.04446668152011385,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0510817326972304,mixtral_8x7b_instruct_v0_1_Bugs,1,8,0.2269321344465853,4671,0.2780138671438157,4471,-0.0510817326972304,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.01709908537337193,mixtral_8x7b_instruct_v0_1_Bugs,2,8,0.19225005352172983,4671,0.20934913889510176,4471,-0.01709908537337193,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.05230132425041689,mixtral_8x7b_instruct_v0_1_Bugs,3,8,0.5958038963819311,4671,0.5435025721315142,4471,0.05230132425041689,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.01620332961422552,mixtral_8x7b_instruct_v0_1_Bugs,4,8,0.24277456647398843,4671,0.2265712368597629,4471,0.01620332961422552,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.06743158567826985,mixtral_8x7b_instruct_v0_1_Bugs,5,8,0.3125669021622779,4671,0.24513531648400805,4471,0.06743158567826985,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.07212684556595154,mixtral_8x7b_instruct_v0_1_Bugs,6,8,0.1123956326268465,4671,0.18452247819279805,4471,-0.07212684556595154,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.048838105613755484,mixtral_8x7b_instruct_v0_1_Bugs,7,8,0.14322414900449582,4671,0.09438604339074033,4471,0.048838105613755484,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.004739504198445127,mixtral_8x7b_instruct_v0_1_Bugs,0,9,0.20595161635624062,4671,0.21069112055468575,4471,-0.004739504198445127,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.06637704838828842,mixtral_8x7b_instruct_v0_1_Bugs,1,9,0.2288589167201884,4671,0.2952359651084768,4471,-0.06637704838828842,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.05719429491639094,mixtral_8x7b_instruct_v0_1_Bugs,2,9,0.1614215371440805,4671,0.10422724222768956,4471,0.05719429491639094,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.04689030250419447,mixtral_8x7b_instruct_v0_1_Bugs,3,9,0.0967672875187326,4671,0.04987698501453813,4471,0.04689030250419447,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.06747099376025932,mixtral_8x7b_instruct_v0_1_Bugs,4,9,0.1233140655105973,4671,0.19078505927085662,4471,-0.06747099376025932,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.061557052105002064,mixtral_8x7b_instruct_v0_1_Bugs,5,9,0.4238921001926782,4671,0.36233504808767614,4471,0.061557052105002064,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.025001962024495228,mixtral_8x7b_instruct_v0_1_Bugs,6,9,0.5489188610575894,4671,0.5739208230820846,4471,-0.025001962024495228,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.002052141154099435,mixtral_8x7b_instruct_v0_1_Bugs,7,9,0.21087561549989295,4671,0.21292775665399238,4471,-0.002052141154099435,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0027266753594287763,mixtral_8x7b_instruct_v0_1_Bugs,0,10,0.25904517233997004,4671,0.25631849698054127,4471,0.0027266753594287763,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.03447814529764617,mixtral_8x7b_instruct_v0_1_Bugs,1,10,0.10575893812888032,4671,0.1402370834265265,4471,-0.03447814529764617,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.13182103980738213,mixtral_8x7b_instruct_v0_1_Bugs,2,10,0.23314065510597304,4671,0.10131961529859092,4471,0.13182103980738213,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.031810222935302584,mixtral_8x7b_instruct_v0_1_Bugs,3,10,0.1811175337186898,4671,0.21292775665399238,4471,-0.031810222935302584,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.09155091200979737,mixtral_8x7b_instruct_v0_1_Bugs,4,10,0.3316206379790195,4671,0.42317154998881684,4471,-0.09155091200979737,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0075703260685994755,mixtral_8x7b_instruct_v0_1_Bugs,5,10,0.17576536073645901,4671,0.16819503466785954,4471,0.0075703260685994755,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.09229664891004569,mixtral_8x7b_instruct_v0_1_Bugs,6,10,0.37829158638407195,4671,0.47058823529411764,4471,-0.09229664891004569,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.10801788791738151,mixtral_8x7b_instruct_v0_1_Bugs,7,10,0.3352601156069364,4671,0.2272422276895549,4471,0.10801788791738151,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.025662226960768753,mixtral_8x7b_instruct_v0_1_Bugs,0,11,0.26867908370798543,4671,0.2943413106687542,4471,-0.025662226960768753,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0340291421569226,mixtral_8x7b_instruct_v0_1_Bugs,1,11,0.4692785270819953,4671,0.4352493849250727,4471,0.0340291421569226,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.07407460079205935,mixtral_8x7b_instruct_v0_1_Bugs,2,11,0.22093770070648683,4671,0.2950123014985462,4471,-0.07407460079205935,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.000685499516113762,mixtral_8x7b_instruct_v0_1_Bugs,3,11,0.035324341682723186,4671,0.03600984119883695,4471,-0.000685499516113762,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.12134097993774288,mixtral_8x7b_instruct_v0_1_Bugs,4,11,0.23742239349175764,4671,0.11608141355401476,4471,0.12134097993774288,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.01363816514246452,mixtral_8x7b_instruct_v0_1_Bugs,5,11,0.20488118175979447,4671,0.218519346902259,4471,-0.01363816514246452,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.013052933577366588,mixtral_8x7b_instruct_v0_1_Bugs,6,11,0.39820166987797045,4671,0.38514873630060387,4471,0.013052933577366588,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.05436256326062566,mixtral_8x7b_instruct_v0_1_Bugs,7,11,0.16527510169128667,4671,0.21963766495191234,4471,-0.05436256326062566,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.02298697843008448,mixtral_8x7b_instruct_v0_1_Bugs,0,12,0.05887390280453864,4671,0.08186088123462312,4471,-0.02298697843008448,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.032498451808249174,mixtral_8x7b_instruct_v0_1_Bugs,1,12,0.6184971098265896,4671,0.5859986580183404,4471,0.032498451808249174,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.11965639217046165,mixtral_8x7b_instruct_v0_1_Bugs,2,12,0.2200813530293299,4671,0.10042496085886826,4471,0.11965639217046165,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.04624655735927735,mixtral_8x7b_instruct_v0_1_Bugs,3,12,0.29115821023335475,4671,0.2449116528740774,4471,0.04624655735927735,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.046324415854192225,mixtral_8x7b_instruct_v0_1_Bugs,4,12,0.3194176835795333,4671,0.2730932677253411,4471,0.046324415854192225,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.014732828766233497,mixtral_8x7b_instruct_v0_1_Bugs,5,12,0.22564761293084992,4671,0.21091478416461643,4471,0.014732828766233497,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.007742275549066369,mixtral_8x7b_instruct_v0_1_Bugs,6,12,0.22307856989937916,4671,0.23082084544844553,4471,-0.007742275549066369,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.228729391979263,mixtral_8x7b_instruct_v0_1_Bugs,7,12,0.04324555769642475,4671,0.27197494967568775,4471,-0.228729391979263,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.0996284196147671,mixtral_8x7b_instruct_v0_1_Bugs,0,13,0.4071933204881182,4671,0.5068217401028853,4471,-0.0996284196147671,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.1002733618460144,mixtral_8x7b_instruct_v0_1_Bugs,1,13,0.27338899593234856,4671,0.17311563408633415,4471,0.1002733618460144,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.06793287754989565,mixtral_8x7b_instruct_v0_1_Bugs,2,13,0.003639477627916934,4671,0.07157235517781257,4471,-0.06793287754989565,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.019775530990386425,mixtral_8x7b_instruct_v0_1_Bugs,3,13,0.47291800470991224,4671,0.4531424737195258,4471,0.019775530990386425,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.005978009715648436,mixtral_8x7b_instruct_v0_1_Bugs,4,13,0.15863840719332048,4671,0.16461641690896892,4471,-0.005978009715648436,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.030228345175150745,mixtral_8x7b_instruct_v0_1_Bugs,5,13,0.2742453436095055,4671,0.24401699843435473,4471,0.030228345175150745,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.03269036868870348,mixtral_8x7b_instruct_v0_1_Bugs,6,13,0.1457931920359666,4671,0.1784835607246701,4471,-0.03269036868870348,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.055952437557463125,mixtral_8x7b_instruct_v0_1_Bugs,7,13,0.26418325840291157,4671,0.20823082084544844,4471,0.055952437557463125,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.060897457537073374,mixtral_8x7b_instruct_v0_1_Bugs,0,14,0.313637336758724,4671,0.25273987922165064,4471,0.060897457537073374,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.042890932841972484,mixtral_8x7b_instruct_v0_1_Bugs,1,14,0.12117319631770498,4671,0.0782822634757325,4471,0.042890932841972484,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
0.02816332337213856,mixtral_8x7b_instruct_v0_1_Bugs,2,14,0.7904089060158425,4671,0.7622455826437039,4471,0.02816332337213856,mixtral_steermoe_fears_seed7_prefix_conditioned_paper_eps001_pos20_neg0,0.01,0,20
